node_id,has_nonzero_timeseries,has_load_device,is_structural_bus,is_transformer_side_bus,degree,component,legacy_component,role,notes
p10rdt9166,0,0,1,1,2,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9166lv,0,0,1,1,4,0,55,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9166lv-p10rlv11105x,0,0,1,0,2,0,55,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9166lv-p10rlv18002x,0,0,1,0,2,0,55,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt919,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt919lv,0,0,1,1,3,0,56,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9361,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9361lv,0,0,1,1,3,0,7,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9792,0,0,1,1,4,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9792lv,0,0,1,1,3,0,9,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9810,0,0,1,1,3,0,17,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rdt9810lv,0,0,1,1,3,0,10,structural_bus_candidate,官方 scope 内存在 Line/Transformer 连接但未挂载 Load；作为结构母线保留，不参与预测 loss
p10rlv10217,1,1,0,0,1,0,54,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv11104,1,1,0,0,1,0,6,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv11105,1,1,0,0,1,0,55,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv11392,1,1,0,0,1,0,7,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv12002,1,1,0,0,1,0,9,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv12029,1,1,0,0,1,0,14,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv12030,1,1,0,0,1,0,10,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv12345,1,1,0,0,1,0,15,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv13496,1,1,0,0,1,0,7,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv13829,1,1,0,0,1,0,55,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv15288,1,1,0,0,1,0,18,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv1542,1,1,0,0,1,0,13,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv15908,1,1,0,0,1,0,11,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv16523,1,1,0,0,1,0,0,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv17088,1,1,0,0,1,0,19,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv17370,1,1,0,0,1,0,20,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv17685,1,1,0,0,1,0,11,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv18002,1,1,0,0,1,0,55,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv1819,1,1,0,0,1,0,29,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv18296,1,1,0,0,1,0,16,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv18297,1,1,0,0,1,0,56,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv18611,1,1,0,0,1,0,21,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv18908,1,1,0,0,1,0,22,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv19213,1,1,0,0,1,0,50,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv19495,1,1,0,0,1,0,11,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv19496,1,1,0,0,1,0,0,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv19818,1,1,0,0,1,0,12,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv20089,1,1,0,0,1,0,29,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv20103,1,1,0,0,1,0,1,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv20105,1,1,0,0,1,0,2,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv20976,1,1,0,0,1,0,23,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv21568,1,1,0,0,1,0,24,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv21569,1,1,0,0,1,0,25,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv2169,1,1,0,0,1,0,14,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv21869,1,1,0,0,1,0,51,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv22134,1,1,0,0,1,0,9,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv22442,1,1,0,0,1,0,6,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv23067,1,1,0,0,1,0,26,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv23375,1,1,0,0,1,0,3,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv24009,1,1,0,0,1,0,10,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv24610,1,1,0,0,1,0,27,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv24611,1,1,0,0,1,0,28,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv24936,1,1,0,0,1,0,8,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv25536,1,1,0,0,1,0,4,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv26432,1,1,0,0,1,0,30,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv26433,1,1,0,0,1,0,31,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv27290,1,1,0,0,1,0,32,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv27605,1,1,0,0,1,0,33,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv27606,1,1,0,0,1,0,3,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv2790,1,1,0,0,1,0,15,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv28435,1,1,0,0,1,0,34,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv28744,1,1,0,0,1,0,1,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv28745,1,1,0,0,1,0,35,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29054,1,1,0,0,1,0,12,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29354,1,1,0,0,1,0,11,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29657,1,1,0,0,1,0,36,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29902,1,1,0,0,1,0,29,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29910,1,1,0,0,1,0,15,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29912,1,1,0,0,1,0,5,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29913,1,1,0,0,1,0,5,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv29914,1,1,0,0,1,0,37,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv30210,1,1,0,0,1,0,13,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv30211,1,1,0,0,1,0,54,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv3062,1,1,0,0,1,0,38,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv30788,1,1,0,0,1,0,54,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv3393,1,1,0,0,1,0,39,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv3394,1,1,0,0,1,0,40,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv3936,1,1,0,0,1,0,41,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv4224,1,1,0,0,1,0,42,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv4862,1,1,0,0,1,0,16,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv5170,1,1,0,0,1,0,15,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv5780,1,1,0,0,1,0,43,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv5781,1,1,0,0,1,0,0,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv6371,1,1,0,0,1,0,1,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv6373,1,1,0,0,1,0,2,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv6659,1,1,0,0,1,0,44,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv679,1,1,0,0,1,0,47,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv696,1,1,0,0,1,0,49,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv7262,1,1,0,0,1,0,45,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv7286,1,1,0,0,1,0,3,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv7583,1,1,0,0,1,0,46,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv7584,1,1,0,0,1,0,4,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv7860,1,1,0,0,1,0,48,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv7861,1,1,0,0,1,0,5,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv8456,1,1,0,0,1,0,50,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv9050,1,1,0,0,1,0,15,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv9051,1,1,0,0,1,0,51,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv92,1,1,0,0,1,0,8,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv943,1,1,0,0,1,0,56,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv9646,1,1,0,0,1,0,0,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv9907,1,1,0,0,1,0,52,target_load,时间序列非零且官方文件存在 Load 设备证据
p10rlv9923,1,1,0,0,1,0,53,target_load,时间序列非零且官方文件存在 Load 设备证据
