node_id,has_nonzero_timeseries,has_load_device,is_structural_bus,degree,component,role,notes
p10rlv27290,1,0,1,1,32,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv27605,1,0,1,1,33,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv27606,1,0,1,1,3,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv2790,1,0,1,1,15,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv28435,1,0,1,1,34,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv28744,1,0,1,1,1,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv28745,1,0,1,1,35,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29054,1,0,1,1,12,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29354,1,0,1,1,11,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29657,1,0,1,1,36,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29902,1,0,1,1,29,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29910,1,0,1,1,15,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29912,1,0,1,1,5,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29913,1,0,1,1,5,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv29914,1,0,1,1,37,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv30210,1,0,1,1,13,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv30211,1,0,1,1,54,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv3062,1,0,1,1,38,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv30788,1,0,1,1,54,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv3393,1,0,1,1,39,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv3394,1,0,1,1,40,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv3936,1,0,1,1,41,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv4224,1,0,1,1,42,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv4862,1,0,1,1,16,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv5170,1,0,1,1,15,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv5780,1,0,1,1,43,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv5781,1,0,1,1,0,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv6371,1,0,1,1,1,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv6373,1,0,1,1,2,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv6659,1,0,1,1,44,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv679,1,0,1,1,47,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv696,1,0,1,1,49,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv7262,1,0,1,1,45,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv7286,1,0,1,1,3,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv7583,1,0,1,1,46,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv7584,1,0,1,1,4,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv7860,1,0,1,1,48,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv7861,1,0,1,1,5,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv8456,1,0,1,1,50,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv9050,1,0,1,1,15,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv9051,1,0,1,1,51,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv92,1,0,1,1,8,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv943,1,0,1,1,56,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv9646,1,0,1,1,0,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv9907,1,0,1,1,52,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
p10rlv9923,1,0,1,1,53,structural_bus_candidate,当前 NPZ 中有图连接但未在已获取文件中发现 Load 设备
