source_node,target_node,verified,device_type,device_name,source_file,evidence,notes
p10rdt6344,p10rdt6344lv,true,transformer,tr(r:p10rdt6344-p10rdt6344lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt6344-p10rdt6344lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt6344.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt6344lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt6344lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt6364,p10rdt6364lv,true,transformer,tr(r:p10rdt6364-p10rdt6364lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt6364-p10rdt6364lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt6364.3 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt6364lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt6364lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt6599,p10rdt6599lv,true,transformer,tr(r:p10rdt6599-p10rdt6599lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt6599-p10rdt6599lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt6599.3 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt6599lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt6599lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt6600,p10rdt6600lv,true,transformer,tr(r:p10rdt6600-p10rdt6600lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt6600-p10rdt6600lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt6600.3 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt6600lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt6600lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt669,p10rdt669lv,true,transformer,tr(r:p10rdt669-p10rdt669lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt669-p10rdt669lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt669.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt669lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt669lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt6809,p10rdt6809lv,true,transformer,tr(r:p10rdt6809-p10rdt6809lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt6809-p10rdt6809lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt6809.3 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt6809lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt6809lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt6810,p10rdt6810lv,true,transformer,tr(r:p10rdt6810-p10rdt6810lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt6810-p10rdt6810lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt6810.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt6810lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt6810lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt685,p10rdt685lv,true,transformer,tr(r:p10rdt685-p10rdt685lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt685-p10rdt685lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt685.3 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt685lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt685lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt7268,p10rdt7268lv,true,transformer,tr(r:p10rdt7268-p10rdt7268lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt7268-p10rdt7268lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt7268.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt7268lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt7268lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt7719,p10rdt7719lv,true,transformer,tr(r:p10rdt7719-p10rdt7719lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt7719-p10rdt7719lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt7719.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt7719lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt7719lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt8339,p10rdt8339lv,true,transformer,tr(r:p10rdt8339-p10rdt8339lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt8339-p10rdt8339lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt8339.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt8339lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt8339lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt8350,p10rdt8350lv,true,transformer,tr(r:p10rdt8350-p10rdt8350lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt8350-p10rdt8350lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt8350.1 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt8350lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt8350lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt8556,p10rdt8556lv,true,transformer,tr(r:p10rdt8556-p10rdt8556lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt8556-p10rdt8556lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt8556.1 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt8556lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt8556lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt90,p10rdt90lv,true,transformer,tr(r:p10rdt90-p10rdt90lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt90-p10rdt90lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt90.3 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt90lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt90lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt9165,p10rdt9165lv,true,transformer,tr(r:p10rdt9165-p10rdt9165lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt9165-p10rdt9165lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt9165.1 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt9165lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt9165lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt9166,p10rdt9166lv,true,transformer,tr(r:p10rdt9166-p10rdt9166lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt9166-p10rdt9166lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt9166.1 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt9166lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt9166lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt919,p10rdt919lv,true,transformer,tr(r:p10rdt919-p10rdt919lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt919-p10rdt919lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt919.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt919lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt919lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
p10rdt9361,p10rdt9361lv,true,transformer,tr(r:p10rdt9361-p10rdt9361lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt9361-p10rdt9361lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt9361.2 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt9361lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt9361lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt9792,p10rdt9792lv,true,transformer,tr(r:p10rdt9792-p10rdt9792lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt9792-p10rdt9792lv) phases=1 windings=3 %loadloss=1.248151 %Noloadloss=0.68 normhkva=11.0 wdg=1 conn=wye bus=p10rdt9792.3 Kv=7.2 kva=10.0 EmergHKVA=15.0 %r=0.41605 wdg=2 conn=wye bus=p10rdt9792lv.1.0 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 wdg=3 conn=wye bus=p10rdt9792lv.0.2 Kv=0.12 kva=10.0 EmergHKVA=15.0 %r=0.832101 XHL=1.08 XLT=1.08 XHT=0.72,官方 Transformer 两侧关系已匹配
p10rdt9810,p10rdt9810lv,true,transformer,tr(r:p10rdt9810-p10rdt9810lv),p10rhs0_1247/p10rhs0_1247--p10rdt7719/Transformers.dss,New Transformer.tr(r:p10rdt9810-p10rdt9810lv) phases=1 windings=3 %loadloss=0.798816 %Noloadloss=0.472 normhkva=27.5 wdg=1 conn=wye bus=p10rdt9810.2 Kv=7.2 kva=25.0 EmergHKVA=37.5 %r=0.266272 wdg=2 conn=wye bus=p10rdt9810lv.1.0 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 wdg=3 conn=wye bus=p10rdt9810lv.0.2 Kv=0.12 kva=25.0 EmergHKVA=37.5 %r=0.532544 XHL=2.4 XLT=2.4 XHT=1.6,官方 Transformer 两侧关系已匹配
