node_id,load_element_count,load_elements
p10rlv16523,2,"[{""device_name"":""load_p10rlv16523_1"",""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":177},{""device_name"":""load_p10rlv16523_2"",""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":179}]"
p10rlv17088,2,"[{""device_name"":""load_p10rlv17088_1"",""profile"":""res_kw_41516-South-Central_pu.csv"",""kW"":8.907293616031806,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":181},{""device_name"":""load_p10rlv17088_2"",""profile"":""res_kw_41516-South-Central_pu.csv"",""kW"":8.907293616031806,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":183}]"
p10rlv17370,2,"[{""device_name"":""load_p10rlv17370_1"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":185},{""device_name"":""load_p10rlv17370_2"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":187}]"
p10rlv17685,2,"[{""device_name"":""load_p10rlv17685_1"",""profile"":""res_kw_5492-South-Central_pu.csv"",""kW"":4.7587987045947155,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":189},{""device_name"":""load_p10rlv17685_2"",""profile"":""res_kw_5492-South-Central_pu.csv"",""kW"":4.7587987045947155,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":191}]"
p10rlv18002,2,"[{""device_name"":""load_p10rlv18002_1"",""profile"":""res_kw_1176-South-Central_pu.csv"",""kW"":0.7144027285806513,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":193},{""device_name"":""load_p10rlv18002_2"",""profile"":""res_kw_1176-South-Central_pu.csv"",""kW"":0.7144027285806513,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":195}]"
p10rlv18296,2,"[{""device_name"":""load_p10rlv18296_1"",""profile"":""res_kw_16296-South-Central_pu.csv"",""kW"":4.7425470684875775,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":197},{""device_name"":""load_p10rlv18296_2"",""profile"":""res_kw_16296-South-Central_pu.csv"",""kW"":4.7425470684875775,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":199}]"
p10rlv18297,2,"[{""device_name"":""load_p10rlv18297_1"",""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":201},{""device_name"":""load_p10rlv18297_2"",""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":203}]"
p10rlv18611,2,"[{""device_name"":""load_p10rlv18611_1"",""profile"":""res_kw_12756-South-Central_pu.csv"",""kW"":5.6689323884746035,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":205},{""device_name"":""load_p10rlv18611_2"",""profile"":""res_kw_12756-South-Central_pu.csv"",""kW"":5.6689323884746035,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":207}]"
p10rlv18908,2,"[{""device_name"":""load_p10rlv18908_1"",""profile"":""res_kw_7860-South-Central_pu.csv"",""kW"":3.581524871578637,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":209},{""device_name"":""load_p10rlv18908_2"",""profile"":""res_kw_7860-South-Central_pu.csv"",""kW"":3.581524871578637,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":211}]"
p10rlv19213,2,"[{""device_name"":""load_p10rlv19213_1"",""profile"":""res_kw_38206-South-Central_pu.csv"",""kW"":11.563612080164098,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":213},{""device_name"":""load_p10rlv19213_2"",""profile"":""res_kw_38206-South-Central_pu.csv"",""kW"":11.563612080164098,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":215}]"
p10rlv19495,2,"[{""device_name"":""load_p10rlv19495_1"",""profile"":""res_kw_39365-South-Central_pu.csv"",""kW"":6.809285470567951,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":217},{""device_name"":""load_p10rlv19495_2"",""profile"":""res_kw_39365-South-Central_pu.csv"",""kW"":6.809285470567951,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":219}]"
p10rlv19496,2,"[{""device_name"":""load_p10rlv19496_1"",""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":221},{""device_name"":""load_p10rlv19496_2"",""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":223}]"
p10rlv19818,2,"[{""device_name"":""load_p10rlv19818_1"",""profile"":""res_kw_15647-South-Central_pu.csv"",""kW"":2.81815392476102,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":225},{""device_name"":""load_p10rlv19818_2"",""profile"":""res_kw_15647-South-Central_pu.csv"",""kW"":2.81815392476102,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":227}]"
p10rlv20089,2,"[{""device_name"":""load_p10rlv20089_1"",""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":229},{""device_name"":""load_p10rlv20089_2"",""profile"":""res_kw_12784-South-Central_pu.csv"",""kW"":3.6859586176966643,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":231}]"
p10rlv20103,2,"[{""device_name"":""load_p10rlv20103_1"",""profile"":""res_kw_5149-South-Central_pu.csv"",""kW"":7.351431347440731,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":233},{""device_name"":""load_p10rlv20103_2"",""profile"":""res_kw_5149-South-Central_pu.csv"",""kW"":7.351431347440731,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":235}]"
p10rlv20105,2,"[{""device_name"":""load_p10rlv20105_1"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":237},{""device_name"":""load_p10rlv20105_2"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":239}]"
p10rlv20976,2,"[{""device_name"":""load_p10rlv20976_1"",""profile"":""res_kw_29728-South-Central_pu.csv"",""kW"":4.990741994072306,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":241},{""device_name"":""load_p10rlv20976_2"",""profile"":""res_kw_29728-South-Central_pu.csv"",""kW"":4.990741994072306,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":243}]"
p10rlv21568,2,"[{""device_name"":""load_p10rlv21568_1"",""profile"":""res_kw_1591-South-Central_pu.csv"",""kW"":7.519851092588693,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":245},{""device_name"":""load_p10rlv21568_2"",""profile"":""res_kw_1591-South-Central_pu.csv"",""kW"":7.519851092588693,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":247}]"
p10rlv21569,2,"[{""device_name"":""load_p10rlv21569_1"",""profile"":""res_kw_36432-South-Central_pu.csv"",""kW"":3.475288016786809,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":249},{""device_name"":""load_p10rlv21569_2"",""profile"":""res_kw_36432-South-Central_pu.csv"",""kW"":3.475288016786809,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":251}]"
p10rlv21869,2,"[{""device_name"":""load_p10rlv21869_1"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":253},{""device_name"":""load_p10rlv21869_2"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":255}]"
p10rlv22134,2,"[{""device_name"":""load_p10rlv22134_1"",""profile"":""res_kw_30417-South-Central_pu.csv"",""kW"":0.13062589158385968,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":257},{""device_name"":""load_p10rlv22134_2"",""profile"":""res_kw_30417-South-Central_pu.csv"",""kW"":0.13062589158385968,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":259}]"
p10rlv22442,2,"[{""device_name"":""load_p10rlv22442_1"",""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":261},{""device_name"":""load_p10rlv22442_2"",""profile"":""res_kw_26086-South-Central_pu.csv"",""kW"":3.758972284425584,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":263}]"
p10rlv23067,2,"[{""device_name"":""load_p10rlv23067_1"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":265},{""device_name"":""load_p10rlv23067_2"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":267}]"
p10rlv23375,2,"[{""device_name"":""load_p10rlv23375_1"",""profile"":""res_kw_11241-South-Central_pu.csv"",""kW"":7.679739821739521,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":269},{""device_name"":""load_p10rlv23375_2"",""profile"":""res_kw_11241-South-Central_pu.csv"",""kW"":7.679739821739521,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":271}]"
p10rlv24009,2,"[{""device_name"":""load_p10rlv24009_1"",""profile"":""res_kw_16966-South-Central_pu.csv"",""kW"":6.071103654328634,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":273},{""device_name"":""load_p10rlv24009_2"",""profile"":""res_kw_16966-South-Central_pu.csv"",""kW"":6.071103654328634,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":275}]"
p10rlv24610,2,"[{""device_name"":""load_p10rlv24610_1"",""profile"":""res_kw_43370-South-Central_pu.csv"",""kW"":2.166202555909336,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":277},{""device_name"":""load_p10rlv24610_2"",""profile"":""res_kw_43370-South-Central_pu.csv"",""kW"":2.166202555909336,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":279}]"
p10rlv24611,2,"[{""device_name"":""load_p10rlv24611_1"",""profile"":""res_kw_22201-South-Central_pu.csv"",""kW"":5.123444923553345,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":281},{""device_name"":""load_p10rlv24611_2"",""profile"":""res_kw_22201-South-Central_pu.csv"",""kW"":5.123444923553345,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":283}]"
p10rlv24936,2,"[{""device_name"":""load_p10rlv24936_1"",""profile"":""res_kw_37494-South-Central_pu.csv"",""kW"":5.285812056844039,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":285},{""device_name"":""load_p10rlv24936_2"",""profile"":""res_kw_37494-South-Central_pu.csv"",""kW"":5.285812056844039,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":287}]"
p10rlv25536,2,"[{""device_name"":""load_p10rlv25536_1"",""profile"":""res_kw_8080-South-Central_pu.csv"",""kW"":3.4888425940364285,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":289},{""device_name"":""load_p10rlv25536_2"",""profile"":""res_kw_8080-South-Central_pu.csv"",""kW"":3.4888425940364285,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":291}]"
p10rlv26432,2,"[{""device_name"":""load_p10rlv26432_1"",""profile"":""res_kw_42503-South-Central_pu.csv"",""kW"":6.90232975661774,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":293},{""device_name"":""load_p10rlv26432_2"",""profile"":""res_kw_42503-South-Central_pu.csv"",""kW"":6.90232975661774,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":295}]"
p10rlv26433,2,"[{""device_name"":""load_p10rlv26433_1"",""profile"":""res_kw_23991-South-Central_pu.csv"",""kW"":3.310584383114775,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":297},{""device_name"":""load_p10rlv26433_2"",""profile"":""res_kw_23991-South-Central_pu.csv"",""kW"":3.310584383114775,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":299}]"
p10rlv27290,2,"[{""device_name"":""load_p10rlv27290_1"",""profile"":""res_kw_25276-South-Central_pu.csv"",""kW"":5.942288495996066,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":301},{""device_name"":""load_p10rlv27290_2"",""profile"":""res_kw_25276-South-Central_pu.csv"",""kW"":5.942288495996066,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":303}]"
p10rlv27605,2,"[{""device_name"":""load_p10rlv27605_1"",""profile"":""res_kw_1176-South-Central_pu.csv"",""kW"":0.7144027285806513,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":305},{""device_name"":""load_p10rlv27605_2"",""profile"":""res_kw_1176-South-Central_pu.csv"",""kW"":0.7144027285806513,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":307}]"
p10rlv27606,2,"[{""device_name"":""load_p10rlv27606_1"",""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":309},{""device_name"":""load_p10rlv27606_2"",""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":311}]"
p10rlv28435,2,"[{""device_name"":""load_p10rlv28435_1"",""profile"":""res_kw_23787-South-Central_pu.csv"",""kW"":2.3239913315572216,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":313},{""device_name"":""load_p10rlv28435_2"",""profile"":""res_kw_23787-South-Central_pu.csv"",""kW"":2.3239913315572216,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":315}]"
p10rlv28744,2,"[{""device_name"":""load_p10rlv28744_1"",""profile"":""res_kw_10645-South-Central_pu.csv"",""kW"":7.9975100607242195,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":317},{""device_name"":""load_p10rlv28744_2"",""profile"":""res_kw_10645-South-Central_pu.csv"",""kW"":7.9975100607242195,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":319}]"
p10rlv28745,2,"[{""device_name"":""load_p10rlv28745_1"",""profile"":""com_kw_37592-South-Central_pu.csv"",""kW"":2.388600387075787,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":321},{""device_name"":""load_p10rlv28745_2"",""profile"":""com_kw_37592-South-Central_pu.csv"",""kW"":2.388600387075787,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":323}]"
p10rlv29054,2,"[{""device_name"":""load_p10rlv29054_1"",""profile"":""res_kw_7607-South-Central_pu.csv"",""kW"":7.8515860383579765,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":325},{""device_name"":""load_p10rlv29054_2"",""profile"":""res_kw_7607-South-Central_pu.csv"",""kW"":7.8515860383579765,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":327}]"
p10rlv29354,2,"[{""device_name"":""load_p10rlv29354_1"",""profile"":""res_kw_39365-South-Central_pu.csv"",""kW"":6.809285470567951,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":329},{""device_name"":""load_p10rlv29354_2"",""profile"":""res_kw_39365-South-Central_pu.csv"",""kW"":6.809285470567951,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":331}]"
p10rlv29657,2,"[{""device_name"":""load_p10rlv29657_1"",""profile"":""res_kw_31842-South-Central_pu.csv"",""kW"":4.811696960470026,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":333},{""device_name"":""load_p10rlv29657_2"",""profile"":""res_kw_31842-South-Central_pu.csv"",""kW"":4.811696960470026,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":335}]"
p10rlv29902,2,"[{""device_name"":""load_p10rlv29902_1"",""profile"":""res_kw_23115-South-Central_pu.csv"",""kW"":5.450383202595193,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":337},{""device_name"":""load_p10rlv29902_2"",""profile"":""res_kw_23115-South-Central_pu.csv"",""kW"":5.450383202595193,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":339}]"
p10rlv29910,2,"[{""device_name"":""load_p10rlv29910_1"",""profile"":""res_kw_8828-South-Central_pu.csv"",""kW"":5.490427008245183,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":341},{""device_name"":""load_p10rlv29910_2"",""profile"":""res_kw_8828-South-Central_pu.csv"",""kW"":5.490427008245183,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":343}]"
p10rlv29912,2,"[{""device_name"":""load_p10rlv29912_1"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":345},{""device_name"":""load_p10rlv29912_2"",""profile"":""res_kw_11856-South-Central_pu.csv"",""kW"":1.3997393730484056,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":347}]"
p10rlv29913,2,"[{""device_name"":""load_p10rlv29913_1"",""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":349},{""device_name"":""load_p10rlv29913_2"",""profile"":""res_kw_38844-South-Central_pu.csv"",""kW"":5.211839584881992,""center_tap_split"":true,""formula"":""Loads.dss kW * LoadShapes.dss mult"",""source_file"":""p10rhs0_1247/p10rhs0_1247--p10rdt7719/Loads.dss"",""source_line"":351}]"
